"x","y","GID","200w_3C"
-105.208341,47.95833339,13331,-0.749162137508392
-105.208341,48.04166672,13332,-0.741660177707672
-105.208341,48.12500005,13333,-0.71056991815567
-105.208341,48.20833338,13334,-0.679479658603668
-105.208341,48.29166671,13335,-0.630009055137634
-105.208341,48.37500004,13336,-0.562158048152924
-105.208341,48.45833337,13337,-0.494307041168213
-105.208341,48.5416667,13338,-0.444576263427734
-105.208341,48.62500003,13339,-0.412965625524521
-105.208341,48.70833336,13340,-0.381354987621307
-105.208341,48.79166669,13341,-0.363251030445099
-105.208341,48.87500002,13342,-0.358653753995895
-105.1250077,31.12500073,13343,-0.535429716110229
-105.1250077,31.20833406,13344,-0.458909332752228
-105.1250077,31.8750007,13345,-0.84582507610321
-105.1250077,31.95833403,13346,-0.8138068318367
-105.1250077,32.04166736,13347,-0.735055565834045
-105.1250077,32.20833402,13348,-0.484090179204941
-105.1250077,32.29166735,13349,-0.378393113613129
-105.1250077,32.37500068,13350,-0.292481064796448
-105.1250077,32.62500067,13351,-0.159507855772972
-105.1250077,33.04166732,13352,-0.201142206788063
-105.1250077,33.29166731,13353,-0.206595346331596
-105.1250077,33.37500064,13354,-0.206042692065239
-105.1250077,33.62500063,13355,-0.223027646541595
-105.1250077,35.2083339,13356,-0.123599551618099
-105.1250077,35.54166722,13357,-0.0409050062298775
-105.1250077,35.62500055,13358,-0.035150371491909
-105.1250077,35.70833388,13359,-0.0293957386165857
-105.1250077,35.87500054,13360,-0.0202910862863064
-105.1250077,37.87500046,13361,-0.0181374717503786
-105.1250077,38.37500044,13362,-0.0466348566114902
-105.1250077,38.45833377,13363,-0.0377517975866795
-105.1250077,39.54166706,13364,-0.0428056269884109
-105.1250077,39.62500039,13365,-0.0610615201294422
-105.1250077,39.79166705,13366,-0.097473569214344
-105.1250077,39.87500038,13367,-0.115529999136925
-105.1250077,39.95833371,13368,-0.133586436510086
-105.1250077,40.04166704,13369,-0.145078599452972
-105.1250077,40.12500037,13370,-0.150006636977196
-105.1250077,40.2083337,13371,-0.15493468940258
-105.1250077,40.29166703,13372,-0.151234343647957
-105.1250077,40.37500036,13373,-0.138905748724937
-105.1250077,40.45833369,13374,-0.126577168703079
-105.1250077,40.54166702,13375,-0.111805848777294
-105.1250077,40.62500035,13376,-0.0945918187499046
-105.1250077,40.70833368,13377,-0.0773777887225151
-105.1250077,40.79166701,13378,-0.0608883462846279
-105.1250077,40.87500034,13379,-0.0451234765350819
-105.1250077,41.62500031,13380,-0.030443262308836
-105.1250077,41.8750003,13381,-0.070646308362484
-105.1250077,41.95833363,13382,-0.0892974808812141
-105.1250077,42.12500029,13383,-0.106665179133415
-105.1250077,42.20833362,13384,-0.112026616930962
-105.1250077,42.29166695,13385,-0.116503834724426
-105.1250077,42.37500028,13386,-0.120096832513809
-105.1250077,42.45833361,13387,-0.123689837753773
-105.1250077,42.54166694,13388,-0.130422577261925
-105.1250077,42.62500027,13389,-0.140294998884201
-105.1250077,42.7083336,13390,-0.150167420506477
-105.1250077,42.87500026,13391,-0.166401714086533
-105.1250077,44.20833354,13392,-0.277591466903687
-105.1250077,44.29166687,13393,-0.29493460059166
-105.1250077,44.3750002,13394,-0.309891521930695
-105.1250077,44.45833353,13395,-0.324848473072052
-105.1250077,44.79166685,13396,-0.4376360476017
-105.1250077,44.87500018,13397,-0.467724710702896
-105.1250077,44.95833351,13398,-0.497813403606415
-105.1250077,45.04166684,13399,-0.533237338066101
-105.1250077,45.12500017,13400,-0.573996424674988
-105.1250077,45.2083335,13401,-0.614755570888519
-105.1250077,45.29166683,13402,-0.664511501789093
-105.1250077,45.37500016,13403,-0.723264157772064
-105.1250077,45.62500015,13404,-0.840115427970886
-105.1250077,45.70833348,13405,-0.85926365852356
-105.1250077,45.79166681,13406,-0.86177122592926
-105.1250077,45.87500014,13407,-0.847638368606567
-105.1250077,45.95833347,13408,-0.83350545167923
-105.1250077,46.0416668,13409,-0.826153755187988
-105.1250077,46.12500013,13410,-0.825583219528198
-105.1250077,46.20833346,13411,-0.825012683868408
-105.1250077,46.29166679,13412,-0.838339388370514
-105.1250077,46.37500012,13413,-0.865563273429871
-105.1250077,46.45833345,13414,-0.892787098884583
-105.1250077,46.54166678,13415,-0.915497481822968
-105.1250077,46.62500011,13416,-0.933694362640381
-105.1250077,46.70833344,13417,-0.951891243457794
-105.1250077,46.79166677,13418,-0.927507877349854
-105.1250077,46.8750001,13419,-0.860544502735138
-105.1250077,46.95833343,13420,-0.793581187725067
-105.1250077,47.04166676,13421,-0.74027806520462
-105.1250077,47.12500009,13422,-0.700635135173798
-105.1250077,47.20833342,13423,-0.660992205142975
-105.1250077,47.29166675,13424,-0.644361674785614
-105.1250077,47.37500008,13425,-0.650743365287781
-105.1250077,47.45833341,13426,-0.657125115394592
-105.1250077,47.54166674,13427,-0.666643083095551
-105.1250077,47.62500007,13428,-0.6792973279953
-105.1250077,47.7083334,13429,-0.69195157289505
-105.1250077,47.79166673,13430,-0.706022083759308
-105.1250077,47.87500006,13431,-0.721508800983429
-105.1250077,47.95833339,13432,-0.73699551820755
-105.1250077,48.04166672,13433,-0.734428346157074
-105.1250077,48.12500005,13434,-0.71380740404129
-105.1250077,48.20833338,13435,-0.693186461925507
-105.1250077,48.29166671,13436,-0.649233937263489
-105.1250077,48.37500004,13437,-0.581949830055237
-105.1250077,48.45833337,13438,-0.514665722846985
-105.1250077,48.5416667,13439,-0.464083582162857
-105.1250077,48.62500003,13440,-0.430203378200531
-105.1250077,48.70833336,13441,-0.396323204040527
-105.1250077,48.79166669,13442,-0.375991314649582
-105.1250077,48.87500002,13443,-0.369207769632339
-105.0416744,30.70833408,13444,-1.0450986623764
-105.0416744,30.95833407,13445,-0.675460696220398
-105.0416744,31.0416674,13446,-0.571209847927094
-105.0416744,32.20833402,13447,-0.424525916576385
-105.0416744,32.29166735,13448,-0.336090981960297
-105.0416744,33.29166731,13449,-0.288932949304581
-105.0416744,33.37500064,13450,-0.288146555423737
-105.0416744,34.87500058,13451,-0.196396470069885
-105.0416744,35.2083339,13452,-0.149589762091637
-105.0416744,35.79166721,13453,-0.0322650261223316
-105.0416744,37.12500049,13454,-0.0022625878918916
-105.0416744,38.20833378,13455,-0.0706564486026764
-105.0416744,38.29166711,13456,-0.0734492614865303
-105.0416744,38.37500044,13457,-0.0616806000471115
-105.0416744,38.45833377,13458,-0.0499119386076927
-105.0416744,39.29166707,13459,-0.0168209243565798
-105.0416744,39.45833373,13460,-0.0425491817295551
-105.0416744,39.54166706,13461,-0.0626132562756538
-105.0416744,39.62500039,13462,-0.0898771435022354
-105.0416744,39.70833372,13463,-0.117141030728817
-105.0416744,39.79166705,13464,-0.143038719892502
-105.0416744,39.87500038,13465,-0.167570233345032
-105.0416744,39.95833371,13466,-0.192101761698723
-105.0416744,40.04166704,13467,-0.207854971289635
-105.0416744,40.12500037,13468,-0.214830055832863
-105.0416744,40.2083337,13469,-0.22180512547493
-105.0416744,40.29166703,13470,-0.217248857021332
-105.0416744,40.37500036,13471,-0.201161444187164
-105.0416744,40.45833369,13472,-0.185074031352997
-105.0416744,40.54166702,13473,-0.161752358078957
-105.0416744,40.62500035,13474,-0.131196573376656
-105.0416744,40.70833368,13475,-0.100640788674355
-105.0416744,40.79166701,13476,-0.0758284032344818
-105.0416744,40.87500034,13477,-0.0567593201994896
-105.0416744,41.20833366,13478,-0.019427478313446
-105.0416744,41.29166699,13479,-0.0185716114938259
-105.0416744,41.62500031,13480,-0.0387033000588417
-105.0416744,41.8750003,13481,-0.091451920568943
-105.0416744,41.95833363,13482,-0.116162419319153
-105.0416744,42.04166696,13483,-0.13080795109272
-105.0416744,42.12500029,13484,-0.135388672351837
-105.0416744,42.20833362,13485,-0.139969378709793
-105.0416744,42.29166695,13486,-0.140285685658455
-105.0416744,42.37500028,13487,-0.136337623000145
-105.0416744,42.45833361,13488,-0.132389575242996
-105.0416744,42.54166694,13489,-0.133664339780807
-105.0416744,42.62500027,13490,-0.140161842107773
-105.0416744,42.7083336,13491,-0.146659344434738
-105.0416744,42.79166693,13492,-0.156860575079918
-105.0416744,42.87500026,13493,-0.170765489339828
-105.0416744,42.95833359,13494,-0.1846704185009
-105.0416744,43.04166692,13495,-0.203970223665237
-105.0416744,44.20833354,13496,-0.287485241889954
-105.0416744,44.29166687,13497,-0.301681578159332
-105.0416744,44.45833353,13498,-0.320940971374512
-105.0416744,44.79166685,13499,-0.418782413005829
-105.0416744,44.87500018,13500,-0.448537915945053
-105.0416744,44.95833351,13501,-0.478293389081955
-105.0416744,45.04166684,13502,-0.51345956325531
-105.0416744,45.12500017,13503,-0.554036378860474
-105.0416744,45.2083335,13504,-0.594613194465637
-105.0416744,45.29166683,13505,-0.643786013126373
-105.0416744,45.37500016,13506,-0.701554775238037
-105.0416744,45.45833349,13507,-0.759323537349701
-105.0416744,45.54166682,13508,-0.801677286624908
-105.0416744,45.62500015,13509,-0.828616261482239
-105.0416744,45.70833348,13510,-0.855555236339569
-105.0416744,45.79166681,13511,-0.860046565532684
-105.0416744,45.87500014,13512,-0.842090427875519
-105.0416744,45.95833347,13513,-0.824134290218353
-105.0416744,46.0416668,13514,-0.812276721000671
-105.0416744,46.29166679,13515,-0.81029886007309
-105.0416744,46.37500012,13516,-0.835138201713562
-105.0416744,46.45833345,13517,-0.859977543354034
-105.0416744,46.54166678,13518,-0.887617170810699
-105.0416744,46.62500011,13519,-0.918057203292847
-105.0416744,46.70833344,13520,-0.948497176170349
-105.0416744,46.79166677,13521,-0.934394121170044
-105.0416744,46.8750001,13522,-0.87574827671051
-105.0416744,46.95833343,13523,-0.817102432250977
-105.0416744,47.04166676,13524,-0.767049312591553
-105.0416744,47.12500009,13525,-0.725588858127594
-105.0416744,47.20833342,13526,-0.684128403663635
-105.0416744,47.29166675,13527,-0.666393220424652
-105.0416744,47.37500008,13528,-0.67238312959671
-105.0416744,47.45833341,13529,-0.678373038768768
-105.0416744,47.54166674,13530,-0.682408511638641
-105.0416744,47.62500007,13531,-0.684489667415619
-105.0416744,47.7083334,13532,-0.686570823192596
-105.0416744,47.79166673,13533,-0.695054888725281
-105.0416744,47.87500006,13534,-0.709941864013672
-105.0416744,47.95833339,13535,-0.724828839302063
-105.0416744,48.04166672,13536,-0.727196514606476
-105.0416744,48.12500005,13537,-0.71704488992691
-105.0416744,48.20833338,13538,-0.706893265247345
-105.0416744,48.29166671,13539,-0.668458819389343
-105.0416744,48.37500004,13540,-0.60174161195755
-105.0416744,48.45833337,13541,-0.535024404525757
-105.0416744,48.5416667,13542,-0.48359090089798
-105.0416744,48.62500003,13543,-0.447441160678864
-105.0416744,48.70833336,13544,-0.411291420459747
-105.0416744,48.79166669,13545,-0.388731628656387
-105.0416744,48.87500002,13546,-0.379761785268784
-104.9583411,30.62500075,13547,-1.07415199279785
-104.9583411,31.54166738,13548,-0.608309268951416
-104.9583411,31.70833404,13549,-0.776573777198792
-104.9583411,31.79166737,13550,-0.788018345832825
-104.9583411,31.8750007,13551,-0.726777613162994
-104.9583411,32.54166734,13552,-0.249506399035454
-104.9583411,33.62500063,13553,-0.396843016147614
-104.9583411,34.3750006,13554,-0.217935353517532
-104.9583411,35.79166721,13555,-0.0398154966533184
-104.9583411,35.95833387,13556,-0.0299824047833681
-104.9583411,36.12500053,13557,-0.0219843853265047
-104.9583411,36.20833386,13558,-0.0182912144809961
-104.9583411,36.45833385,13559,-0.0139213819056749
-104.9583411,37.12500049,13560,-0.00444390624761581
-104.9583411,37.29166715,13561,-0.0068669356405735
-104.9583411,37.62500047,13562,-0.0279862452298403
-104.9583411,37.7083338,13563,-0.0348938815295696
-104.9583411,38.04166712,13564,-0.0588838048279285
-104.9583411,38.37500044,13565,-0.0925068929791451
-104.9583411,38.45833377,13566,-0.0764634981751442
-104.9583411,39.29166707,13567,-0.023623738437891
-104.9583411,39.3750004,13568,-0.0395241193473339
-104.9583411,39.45833373,13569,-0.0554245002567768
-104.9583411,39.70833372,13570,-0.150281831622124
-104.9583411,39.79166705,13571,-0.183099418878555
-104.9583411,39.87500038,13572,-0.213971808552742
-104.9583411,39.95833371,13573,-0.244844183325768
-104.9583411,40.04166704,13574,-0.265600025653839
-104.9583411,40.12500037,13575,-0.276239514350891
-104.9583411,40.2083337,13576,-0.286879003047943
-104.9583411,40.29166703,13577,-0.280685305595398
-104.9583411,40.37500036,13578,-0.257658690214157
-104.9583411,40.45833369,13579,-0.234632104635239
-104.9583411,40.54166702,13580,-0.202848330140114
-104.9583411,40.62500035,13581,-0.162307530641556
-104.9583411,40.70833368,13582,-0.121766723692417
-104.9583411,40.79166701,13583,-0.0907774791121483
-104.9583411,40.87500034,13584,-0.0693396180868149
-104.9583411,40.95833367,13585,-0.0479017645120621
-104.9583411,41.20833366,13586,-0.0262763611972332
-104.9583411,41.29166699,13587,-0.0254687238484621
-104.9583411,41.37500032,13588,-0.0282160062342882
-104.9583411,41.45833365,13589,-0.0309632904827595
-104.9583411,41.54166698,13590,-0.0387569889426231
-104.9583411,41.62500031,13591,-0.0515970252454281
-104.9583411,41.70833364,13592,-0.064437061548233
-104.9583411,41.79166697,13593,-0.0860127881169319
-104.9583411,41.8750003,13594,-0.116324059665203
-104.9583411,41.95833363,13595,-0.146635338664055
-104.9583411,42.04166696,13596,-0.163389682769775
-104.9583411,42.12500029,13597,-0.166587293148041
-104.9583411,42.20833362,13598,-0.169784888625145
-104.9583411,42.29166695,13599,-0.165798217058182
-104.9583411,42.37500028,13600,-0.154627352952957
-104.9583411,42.45833361,13601,-0.143456488847733
-104.9583411,42.54166694,13602,-0.139167368412018
-104.9583411,42.62500027,13603,-0.141759872436523
-104.9583411,42.7083336,13604,-0.14435239136219
-104.9583411,42.79166693,13605,-0.15541173517704
-104.9583411,44.29166687,13606,-0.297991961240768
-104.9583411,44.3750002,13607,-0.304610550403595
-104.9583411,44.79166685,13608,-0.409919321537018
-104.9583411,44.87500018,13609,-0.439656853675842
-104.9583411,45.04166684,13610,-0.50297874212265
-104.9583411,45.12500017,13611,-0.540409803390503
-104.9583411,45.2083335,13612,-0.577840924263
-104.9583411,45.29166683,13613,-0.62377393245697
-104.9583411,45.37500016,13614,-0.678208768367767
-104.9583411,45.45833349,13615,-0.732643663883209
-104.9583411,45.54166682,13616,-0.772826254367828
-104.9583411,45.70833348,13617,-0.824687123298645
-104.9583411,45.79166681,13618,-0.828910827636719
-104.9583411,45.87500014,13619,-0.811427891254425
-104.9583411,45.95833347,13620,-0.793944954872131
-104.9583411,46.29166679,13621,-0.78770649433136
-104.9583411,46.37500012,13622,-0.810748517513275
-104.9583411,46.45833345,13623,-0.833790600299835
-104.9583411,46.54166678,13624,-0.865028738975525
-104.9583411,46.62500011,13625,-0.904462933540344
-104.9583411,46.70833344,13626,-0.943897187709808
-104.9583411,46.79166677,13627,-0.940125405788422
-104.9583411,46.8750001,13628,-0.893147706985474
-104.9583411,46.95833343,13629,-0.84617006778717
-104.9583411,47.04166676,13630,-0.800860106945038
-104.9583411,47.12500009,13631,-0.757217884063721
-104.9583411,47.20833342,13632,-0.713575601577759
-104.9583411,47.29166675,13633,-0.691691100597382
-104.9583411,47.37500008,13634,-0.691564202308655
-104.9583411,47.45833341,13635,-0.691437304019928
-104.9583411,47.54166674,13636,-0.68977302312851
-104.9583411,47.62500007,13637,-0.68657124042511
-104.9583411,47.7083334,13638,-0.68336945772171
-104.9583411,47.79166673,13639,-0.689003229141235
-104.9583411,47.87500006,13640,-0.703472435474396
-104.9583411,47.95833339,13641,-0.717941582202911
-104.9583411,48.04166672,13642,-0.723324656486511
-104.9583411,48.12500005,13643,-0.719621598720551
-104.9583411,48.20833338,13644,-0.715918481349945
-104.9583411,48.29166671,13645,-0.682454466819763
-104.9583411,48.37500004,13646,-0.61922949552536
-104.9583411,48.45833337,13647,-0.556004524230957
-104.9583411,48.5416667,13648,-0.505293130874634
-104.9583411,48.62500003,13649,-0.467095285654068
-104.9583411,48.70833336,13650,-0.428897440433502
-104.9583411,48.79166669,13651,-0.403712123632431
-104.9583411,48.87500002,13652,-0.391539335250854
-104.8750078,31.20833406,13653,-0.486484736204147
-104.8750078,31.45833405,13654,-0.511591792106628
-104.8750078,31.54166738,13655,-0.559247016906738
-104.8750078,31.70833404,13656,-0.700673401355743
-104.8750078,31.79166737,13657,-0.708670973777771
-104.8750078,33.37500064,13658,-0.54647833108902
-104.8750078,35.12500057,13659,-0.228766113519669
-104.8750078,35.79166721,13660,-0.047093965113163
-104.8750078,36.12500053,13661,-0.0319348722696304
-104.8750078,36.37500052,13662,-0.0263774935156107
-104.8750078,36.45833385,13663,-0.026736993342638
-104.8750078,36.54166718,13664,-0.0250773224979639
-104.8750078,37.79166713,13665,-0.0639254078269005
-104.8750078,37.87500046,13666,-0.0703357756137848
-104.8750078,37.95833379,13667,-0.0767461434006691
-104.8750078,38.04166712,13668,-0.0952398031949997
-104.8750078,38.12500045,13669,-0.125816494226456
-104.8750078,38.29166711,13670,-0.160827368497849
-104.8750078,38.37500044,13671,-0.139119610190392
-104.8750078,38.45833377,13672,-0.117411844432354
-104.8750078,39.29166707,13673,-0.0323876291513443
-104.8750078,39.3750004,13674,-0.0501756332814693
-104.8750078,39.62500039,13675,-0.137985944747925
-104.8750078,39.70833372,13676,-0.178738087415695
-104.8750078,39.79166705,13677,-0.21765361726284
-104.8750078,39.87500038,13678,-0.254732578992844
-104.8750078,39.95833371,13679,-0.291811555624008
-104.8750078,40.04166704,13680,-0.318311870098114
-104.8750078,40.12500037,13681,-0.33423376083374
-104.8750078,40.2083337,13682,-0.350155621767044
-104.8750078,40.29166703,13683,-0.341542690992355
-104.8750078,40.37500036,13684,-0.308395385742188
-104.8750078,40.45833369,13685,-0.27524808049202
-104.8750078,40.54166702,13686,-0.235090464353561
-104.8750078,40.62500035,13687,-0.18792262673378
-104.8750078,40.70833368,13688,-0.14075480401516
-104.8750078,40.79166701,13689,-0.105735570192337
-104.8750078,40.87500034,13690,-0.0828647315502167
-104.8750078,41.20833366,13691,-0.0364050567150116
-104.8750078,41.29166699,13692,-0.0360066741704941
-104.8750078,41.37500032,13693,-0.0400712378323078
-104.8750078,41.45833365,13694,-0.0441358052194118
-104.8750078,41.54166698,13695,-0.0538208074867725
-104.8750078,41.62500031,13696,-0.0691261664032936
-104.8750078,41.70833364,13697,-0.0844315215945244
-104.8750078,41.79166697,13698,-0.109810933470726
-104.8750078,41.8750003,13699,-0.145264253020287
-104.8750078,41.95833363,13700,-0.180717572569847
-104.8750078,42.04166696,13701,-0.199050053954124
-104.8750078,42.12500029,13702,-0.200261950492859
-104.8750078,42.20833362,13703,-0.201473847031593
-104.8750078,42.29166695,13704,-0.193042069673538
-104.8750078,42.37500028,13705,-0.174966767430305
-104.8750078,42.45833361,13706,-0.156891465187073
-104.8750078,42.54166694,13707,-0.146932497620583
-104.8750078,42.62500027,13708,-0.145089760422707
-104.8750078,42.7083336,13709,-0.143247008323669
-104.8750078,42.79166693,13710,-0.154523342847824
-104.8750078,42.87500026,13711,-0.178918570280075
-104.8750078,44.04166688,13712,-0.282183766365051
-104.8750078,44.12500021,13713,-0.281670093536377
-104.8750078,44.29166687,13714,-0.283861875534058
-104.8750078,44.62500019,13715,-0.34735307097435
-104.8750078,44.70833352,13716,-0.379806339740753
-104.8750078,44.79166685,13717,-0.41105043888092
-104.8750078,45.2083335,13718,-0.564440011978149
-104.8750078,45.29166683,13719,-0.604475498199463
-104.8750078,45.62500015,13720,-0.750529825687408
-104.8750078,45.70833348,13721,-0.76664924621582
-104.8750078,45.79166681,13722,-0.768353044986725
-104.8750078,45.95833347,13723,-0.742929697036743
-104.8750078,46.0416668,13724,-0.740419626235962
-104.8750078,46.29166679,13725,-0.770564377307892
-104.8750078,46.37500012,13726,-0.792396545410156
-104.8750078,46.45833345,13727,-0.814228713512421
-104.8750078,46.54166678,13728,-0.847734034061432
-104.8750078,46.62500011,13729,-0.892912447452545
-104.8750078,46.70833344,13730,-0.938090801239014
-104.8750078,46.79166677,13731,-0.944701194763184
-104.8750078,46.8750001,13732,-0.9127436876297
-104.8750078,46.95833343,13733,-0.880786180496216
-104.8750078,47.04166676,13734,-0.841713190078735
-104.8750078,47.12500009,13735,-0.795524656772614
-104.8750078,47.20833342,13736,-0.749336183071136
-104.8750078,47.29166675,13737,-0.720256567001343
-104.8750078,47.37500008,13738,-0.708285748958588
-104.8750078,47.45833341,13739,-0.696314930915833
-104.8750078,47.54166674,13740,-0.688733339309692
-104.8750078,47.62500007,13741,-0.685540854930878
-104.8750078,47.7083334,13742,-0.682348430156708
-104.8750078,47.79166673,13743,-0.687868893146515
-104.8750078,47.87500006,13744,-0.702102303504944
-104.8750078,47.95833339,13745,-0.716335713863373
-104.8750078,48.04166672,13746,-0.722813963890076
-104.8750078,48.12500005,13747,-0.721537172794342
-104.8750078,48.20833338,13748,-0.720260381698608
-104.8750078,48.29166671,13749,-0.691218852996826
-104.8750078,48.37500004,13750,-0.63441264629364
-104.8750078,48.45833337,13751,-0.577606439590454
-104.8750078,48.5416667,13752,-0.529191136360168
-104.8750078,48.62500003,13753,-0.489166706800461
-104.8750078,48.70833336,13754,-0.449142247438431
-104.8750078,48.79166669,13755,-0.420933663845062
-104.8750078,48.87500002,13756,-0.40454089641571
-104.7916745,30.79166741,13757,-0.794856011867523
-104.7916745,30.87500074,13758,-0.766532003879547
-104.7916745,31.29166739,13759,-0.494167983531952
-104.7916745,31.37500072,13760,-0.489115655422211
-104.7916745,31.54166738,13761,-0.510184764862061
-104.7916745,33.29166731,13762,-0.701059520244598
-104.7916745,33.37500064,13763,-0.691335499286652
-104.7916745,35.04166724,13764,-0.282690972089767
-104.7916745,35.12500057,13765,-0.252395808696747
-104.7916745,35.79166721,13766,-0.0543724298477173
-104.7916745,36.29166719,13767,-0.0360959991812706
-104.7916745,36.37500052,13768,-0.0378242991864681
-104.7916745,36.45833385,13769,-0.0395526029169559
-104.7916745,36.62500051,13770,-0.0314107239246368
-104.7916745,36.70833384,13771,-0.0254067331552505
-104.7916745,37.29166715,13772,-0.0216142814606428
-104.7916745,37.62500047,13773,-0.0655335560441017
-104.7916745,37.79166713,13774,-0.0880034118890762
-104.7916745,37.87500046,13775,-0.0978247001767159
-104.7916745,37.95833379,13776,-0.107645988464355
-104.7916745,38.04166712,13777,-0.131595805287361
-104.7916745,38.5416671,13778,-0.12718740105629
-104.7916745,38.62500043,13779,-0.0922140553593636
-104.7916745,38.79166709,13780,-0.0362883321940899
-104.7916745,39.12500041,13781,-0.0251364000141621
-104.7916745,39.29166707,13782,-0.0411515198647976
-104.7916745,39.3750004,13783,-0.0608271472156048
-104.7916745,39.45833373,13784,-0.0805027782917023
-104.7916745,39.54166706,13785,-0.113711439073086
-104.7916745,39.62500039,13786,-0.160452887415886
-104.7916745,39.70833372,13787,-0.207194328308105
-104.7916745,39.79166705,13788,-0.252207815647125
-104.7916745,39.87500038,13789,-0.295493364334106
-104.7916745,39.95833371,13790,-0.33877894282341
-104.7916745,40.04166704,13791,-0.371023744344711
-104.7916745,40.12500037,13792,-0.392228007316589
-104.7916745,40.2083337,13793,-0.413432240486145
-104.7916745,40.29166703,13794,-0.402400076389313
-104.7916745,40.37500036,13795,-0.359132081270218
-104.7916745,40.45833369,13796,-0.315864056348801
-104.7916745,40.54166702,13797,-0.267332583665848
-104.7916745,40.62500035,13798,-0.213537737727165
-104.7916745,40.70833368,13799,-0.159742876887321
-104.7916745,40.79166701,13800,-0.120693661272526
-104.7916745,40.87500034,13801,-0.0963898375630379
-104.7916745,41.041667,13802,-0.0572540909051895
-104.7916745,41.12500033,13803,-0.0518939197063446
-104.7916745,41.20833366,13804,-0.0465337485074997
-104.7916745,41.29166699,13805,-0.0465446263551712
-104.7916745,41.37500032,13806,-0.0519264712929726
-104.7916745,41.45833365,13807,-0.0573083162307739
-104.7916745,41.54166698,13808,-0.0688846260309219
-104.7916745,41.62500031,13809,-0.0866552963852882
-104.7916745,41.70833364,13810,-0.104425974190235
-104.7916745,41.79166697,13811,-0.133609086275101
-104.7916745,41.8750003,13812,-0.174204438924789
-104.7916745,41.95833363,13813,-0.214799806475639
-104.7916745,42.04166696,13814,-0.234710440039635
-104.7916745,42.12500029,13815,-0.233936607837677
-104.7916745,42.29166695,13816,-0.220285922288895
-104.7916745,42.37500028,13817,-0.195306181907654
-104.7916745,42.45833361,13818,-0.170326426625252
-104.7916745,42.54166694,13819,-0.154697626829147
-104.7916745,42.62500027,13820,-0.148419633507729
-104.7916745,42.7083336,13821,-0.14214164018631
-104.7916745,42.79166693,13822,-0.153634950518608
-104.7916745,42.87500026,13823,-0.182899326086044
-104.7916745,42.95833359,13824,-0.212163716554642
-104.7916745,43.87500022,13825,-0.316685140132904
-104.7916745,44.3750002,13826,-0.274962157011032
-104.7916745,44.45833353,13827,-0.280192583799362
-104.7916745,44.54166686,13828,-0.301842451095581
-104.7916745,44.70833352,13829,-0.377980798482895
-104.7916745,44.87500018,13830,-0.442514002323151
-104.7916745,45.12500017,13831,-0.52582848072052
-104.7916745,45.2083335,13832,-0.551039099693298
-104.7916745,45.29166683,13833,-0.585177063941956
-104.7916745,45.37500016,13834,-0.628242433071136
-104.7916745,45.62500015,13835,-0.702302992343903
-104.7916745,45.70833348,13836,-0.708611369132996
-104.7916745,45.79166681,13837,-0.707795321941376
-104.7916745,45.87500014,13838,-0.699854910373688
-104.7916745,45.95833347,13839,-0.691914498806
-104.7916745,46.0416668,13840,-0.697138786315918
-104.7916745,46.12500013,13841,-0.715527713298798
-104.7916745,46.29166679,13842,-0.753422260284424
-104.7916745,46.37500012,13843,-0.774044573307037
-104.7916745,46.45833345,13844,-0.794666886329651
-104.7916745,46.54166678,13845,-0.830439388751984
-104.7916745,46.62500011,13846,-0.881361901760101
-104.7916745,46.70833344,13847,-0.932284414768219
-104.7916745,46.79166677,13848,-0.949276983737946
-104.7916745,46.8750001,13849,-0.932339608669281
-104.7916745,46.95833343,13850,-0.915402293205261
-104.7916745,47.04166676,13851,-0.882566213607788
-104.7916745,47.12500009,13852,-0.833831489086151
-104.7916745,47.20833342,13853,-0.785096704959869
-104.7916745,47.29166675,13854,-0.748822033405304
-104.7916745,47.37500008,13855,-0.725007295608521
-104.7916745,47.45833341,13856,-0.701192617416382
-104.7916745,47.54166674,13857,-0.687693655490875
-104.7916745,47.62500007,13858,-0.684510469436646
-104.7916745,47.7083334,13859,-0.681327342987061
-104.7916745,47.79166673,13860,-0.686734557151794
-104.7916745,47.87500006,13861,-0.700732171535492
-104.7916745,47.95833339,13862,-0.714729785919189
-104.7916745,48.04166672,13863,-0.722303330898285
-104.7916745,48.12500005,13864,-0.723452746868134
-104.7916745,48.20833338,13865,-0.724602222442627
-104.7916745,48.29166671,13866,-0.699983239173889
-104.7916745,48.37500004,13867,-0.64959579706192
-104.7916745,48.45833337,13868,-0.599208354949951
-104.7916745,48.5416667,13869,-0.553089141845703
-104.7916745,48.62500003,13870,-0.511238098144531
-104.7916745,48.70833336,13871,-0.469387084245682
-104.7916745,48.79166669,13872,-0.438155204057693
-104.7916745,48.87500002,13873,-0.417542457580566
-104.7916745,48.95833335,13874,-0.396929711103439
-104.7083412,30.87500074,13875,-0.712489306926727
-104.7083412,31.0416674,13876,-0.694945096969604
-104.7083412,31.12500073,13877,-0.641050040721893
-104.7083412,31.20833406,13878,-0.587155044078827
-104.7083412,31.37500072,13879,-0.529087543487549
-104.7083412,32.79166733,13880,-0.796659588813782
-104.7083412,33.29166731,13881,-0.850984215736389
-104.7083412,34.87500058,13882,-0.319379568099976
-104.7083412,34.95833391,13883,-0.317892223596573
-104.7083412,35.04166724,13884,-0.305119276046753
-104.7083412,35.87500054,13885,-0.0643386319279671
-104.7083412,36.45833385,13886,-0.048984557390213
